benchmark,macro_f1_tasks,n_evaluated,per_task_json,setting
wildguard,0.7266605173581918,250,"{""prompt_harm"": {""accuracy"": 0.732, ""precision"": 0.8292682926829268, ""recall"": 0.8415841584158416, ""f1"": 0.8353808353808354, ""auprc"": 0.8258990581985027}, ""response_harm"": {""accuracy"": 0.5362903225806451, ""precision"": 0.45588235294117646, ""recall"": 0.9587628865979382, ""f1"": 0.6179401993355482, ""auprc"": 0.4532121129130069}}",single
