accuracy,auprc,benchmark,f1,macro_f1_categories,n_evaluated,precision,recall,setting
0.7066666666666667,0.6574400029345145,beaver,0.772020725388601,0.005291005291005291,300,0.6681614349775785,0.9141104294478528,single
