accuracy,auprc,benchmark,f1,macro_f1_categories,n_evaluated,precision,recall,setting
0.71,0.6614551321738804,beaver,0.7716535433070866,0.0,300,0.6743119266055045,0.901840490797546,single
0.6833333333333333,0.6438619438978277,beaver,0.7466666666666667,0.0,300,0.660377358490566,0.8588957055214724,reflect
